Queue ID,Project Name,Interconnecting Entity,County,State,Interconnection Location,Transmission Owner,Generation Type,Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Queue Date,Status,Proposed Completion Date,Withdrawn Date,Withdrawal Comment,Actual Completion Date,In-Service Date,Commercial Operation Date,Cessation Date,Current Cluster,Cluster Group,Service Type,Status (Original)
GEN-2024-024,,,Woodward,OK,Iodine - Mooreland Switchyard 138 kV,WFEC,Hybrid - Solar/Storage,100.0,100.0,100.0,10/30/2024,Withdrawn,7/1/2028,12/7/2025,,,5/1/2028,7/1/2028,,DISIS-2024-001,04 SOUTHEAST,ER/NR,WITHDRAWN
GEN-2024-023,,,Gage,NE,New Beatrice Power Station 345 kV,NPPD,Thermal - Gas,270.0,270.0,270.0,10/30/2024,Active,12/31/2030,,,,9/30/2030,12/31/2030,,DISIS-2024-001,02 NEBRASKA,ER/NR,DISIS STAGE
GEN-2024-022,,,Gage,NE,New Beatrice Power Station 345 kV,NPPD,Thermal - Gas,390.0,390.0,390.0,10/30/2024,Active,12/31/2030,,,,9/30/2030,12/31/2030,,DISIS-2024-001,02 NEBRASKA,ER/NR,DISIS STAGE
GEN-2024-021,,,Lancaster,NE,Olive Creek 345 kV Substation,NPPD,Thermal - Gas,540.0,540.0,540.0,10/30/2024,Active,12/31/2030,,,,9/30/2030,12/31/2030,,DISIS-2024-001,02 NEBRASKA,ER/NR,DISIS STAGE
GEN-2024-020,,,Lancaster,NE,Olive Creek 345 kV Substation,NPPD,Thermal - Gas,390.0,390.0,390.0,10/30/2024,Active,12/31/2030,,,,9/30/2030,12/31/2030,,DISIS-2024-001,02 NEBRASKA,ER/NR,DISIS STAGE
GEN-2024-019,,,Gage,NE,New Beatrice Power Station 345 kV Substation,NPPD,Thermal - Gas,62.0,62.0,62.0,10/30/2024,Active,12/31/2030,,,,9/30/2030,12/31/2030,,DISIS-2024-001,02 NEBRASKA,ER/NR,DISIS STAGE
GEN-2024-018,,,Gage,NE,New Beatrice Power Station 345 kV,NPPD,Thermal - Gas,31.0,31.0,31.0,10/30/2024,Active,12/31/2030,,,,9/30/2030,12/31/2030,,DISIS-2024-001,02 NEBRASKA,ER/NR,DISIS STAGE
GEN-2024-017,,,Lancaster,NE,Olive Creek 345 kV Substation,NPPD,Thermal - Gas,62.0,62.0,62.0,10/30/2024,Active,12/31/2030,,,,9/30/2030,12/31/2030,,DISIS-2024-001,02 NEBRASKA,ER/NR,DISIS STAGE
GEN-2024-016,,,Smith,KS,Post Rock - Macon 345 kV Line,ITCGP,Wind - Wind,300.0,300.0,300.0,10/30/2024,Withdrawn,12/29/2028,5/21/2026,,,10/2/2028,12/29/2028,,DISIS-2024-001,03 CENTRAL,ER/NR,WITHDRAWN
GEN-2024-015,,,Yoakum,TX,Sundown-Amaco-Yoakum 230 kV Substation,SPS,Hybrid - Solar/Storage,280.0,280.0,280.0,10/4/2024,Active,12/1/2028,,,,9/1/2028,12/1/2028,,DISIS-2024-001,05 SOUTHWEST,ER/NR,DISIS STAGE
GEN-2024-013,,,McClain,OK,Norman Hills 345 kV,OGE,Thermal - CT,496.0,496.0,496.0,8/2/2024,Active,1/1/2030,,,,4/1/2029,1/1/2030,,DISIS-2024-001,04 SOUTHEAST,ER/NR,DISIS STAGE
GEN-2024-012,,,Oklahoma ,OK,Horseshoe Lake 138 kV,OGE,Thermal - Gas,496.0,474.4,495.6,8/2/2024,Withdrawn,1/1/2029,,,,4/1/2028,1/1/2029,,DISIS-2024-001,04 SOUTHEAST,ER/NR,WITHDRAWN
GEN-2024-011,,,Lea,NM,Lea County 115 kV Substation,LCEC,Solar,150.0,150.0,150.0,12/29/2023,Withdrawn,12/29/2026,12/5/2025,,,2/1/2026,12/29/2026,,DISIS-2024-001,05 SOUTHWEST,ER/NR,WITHDRAWN
GEN-2024-010,,,Lea,NM,Eddy North - Cunningham 230 kV Line,SPS,Solar,150.0,150.0,150.0,12/29/2023,Withdrawn,12/28/2026,12/5/2025,,,2/1/2026,12/28/2026,,DISIS-2024-001,05 SOUTHWEST,ER/NR,WITHDRAWN
GEN-2024-009,,,Lea,NM,Hobbs - Ink Basin 230kV line,SPS,Solar,150.0,150.0,150.0,1/2/2024,Withdrawn,12/30/2026,12/5/2025,,,2/26/2026,12/30/2026,,DISIS-2024-001,05 SOUTHWEST,ER/NR,WITHDRAWN
GEN-2024-008,,,Lea,NM,Lea Rd 115 kV Substation,SPS,Solar,150.0,150.0,150.0,12/29/2023,Withdrawn,12/28/2026,12/5/2025,,,2/1/2026,12/28/2026,,DISIS-2024-001,05 SOUTHWEST,ER/NR,WITHDRAWN
GEN-2024-007,,,Stafford ,KS,Seward 115 kV Substation,MIDW,Hybrid - Solar/Storage,80.0,80.0,80.0,4/30/2024,Withdrawn,12/31/2028,5/21/2026,,,1/30/2028,12/31/2028,,DISIS-2024-001,03 CENTRAL,ER/NR,WITHDRAWN
GEN-2024-006,,,Lawrence,AR,Jonesboro - Water Valley 161 kV ,SWPA,Solar,100.0,100.0,100.0,4/25/2024,Withdrawn,12/31/2029,,,,8/15/2029,12/31/2029,,DISIS-2024-001,04 SOUTHEAST,ER/NR,WITHDRAWN
GEN-2024-005,,,Andrew ,MO,Midway - Avenue City 161 kV ,WERE,Solar,150.0,150.0,150.0,4/25/2024,Withdrawn,12/31/2029,12/5/2025,,,8/15/2029,12/31/2029,,DISIS-2024-001,03 CENTRAL,ER/NR,WITHDRAWN
GEN-2024-004,,,Cooper ,MO,Overton - Sedalia East 161 kV Substation,Evergy,Solar,20.0,20.0,20.0,4/25/2024,Withdrawn,10/1/2026,12/4/2024,,,8/1/2026,10/1/2026,,DISIS-2024-001,03 CENTRAL,ER/NR,WITHDRAWN
GEN-2024-003,,,Franklin,AR,Fitzhugh 161kV,AECC,Thermal - CT,102.2,102.2,102.2,4/25/2024,Active,11/7/2025,,,,9/12/2025,11/7/2025,,DISIS-2024-001,04 SOUTHEAST,ER,DISIS STAGE
GEN-2024-002,,,Roosevelt,NM,Curry County - Oasis 115 kV line,SPS,Solar,90.0,90.0,90.0,2/2/2024,Withdrawn,9/30/2029,,,,5/27/2029,9/30/2029,,DISIS-2024-001,05 SOUTHWEST,ER/NR,WITHDRAWN
GEN-2024-001,,,Curry,NM,Curry County 115 kV Substation,SPS,Solar,100.0,100.0,100.0,2/2/2024,Withdrawn,9/30/2029,,,,5/27/2029,9/30/2029,,DISIS-2024-001,05 SOUTHWEST,ER/NR,WITHDRAWN
GEN-2023-SR9,,,Lorenzo,TX,Tap Floyd County Interchange and Crosby County Interchange 115kV Line,Xcel,Battery/Storage,50.0,50.0,50.0,2/13/2023,Completed,6/1/2026,,,,,6/1/2026,,Surplus,05 SOUTHWEST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2023-SR8,,,Gruver,TX,Hitchland 345 kV Substation,Xcel,Battery/Storage,200.0,200.0,200.0,2/13/2023,Completed,6/1/2026,,,,,6/1/2026,,Surplus,05 SOUTHWEST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2023-SR7,,,Wayne Co,NE,Hoskins 345 kV Substation,NPPD,Battery/Storage,135.0,135.0,135.0,12/16/2022,Active,12/31/2024,,,,,12/31/2024,,Surplus,02 NEBRASKA,ER,IA PENDING
GEN-2023-SR6,,,Wayne Co,NE,Hoskins 345 kV Substation,NPPD,Solar,100.24,100.24,100.24,12/16/2022,Withdrawn,12/31/2024,10/26/2023,,,,12/31/2024,,Surplus,02 NEBRASKA,ER,WITHDRAWN
GEN-2023-SR5,,,Seiling,OK,Tatonga 345 kV Substation,OGE,Battery/Storage,85.0,85.0,85.0,12/15/2022,Completed,6/1/2026,,,,,6/1/2026,,Surplus,04 SOUTHEAST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2023-SR4,,,Burke,ND,Tande 345 kV Substation,BEPC,Battery/Storage,170.0,170.0,170.0,12/15/2022,Completed,6/1/2026,,,,,6/1/2026,,Surplus,01 NORTH,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2023-SR3,,,Blackwell,OK,Nardin 69 kV Substation,OGE,Battery/Storage,50.0,50.0,50.0,12/15/2022,Withdrawn,12/31/2024,4/27/2023,,,,12/31/2024,,Surplus,04 SOUTHEAST,ER,WITHDRAWN
GEN-2023-SR28,,,Ford,KS,115 kV Fort Dodge Substation,SUNC,Solar,150.0,150.0,150.0,10/6/2023,Completed,4/20/2026,,,,,4/20/2026,,Surplus,03 CENTRAL,ER ,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2023-SR27,,,Mayes County,OK,GRDA1 to CLARMR 5 161kV line,GRDA,Battery/Storage,101.5,101.5,101.5,7/12/2023,Completed,6/1/2028,,,,12/1/2021,6/1/2028,,Surplus,04 SOUTHEAST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2023-SR26,,,Mayes County,OK,Pryor Junction 138kV sub,AEP,Battery/Storage,72.5,72.5,72.5,7/12/2023,Withdrawn,12/9/2024,6/5/2026,,,12/1/2021,12/9/2024,,Surplus,04 SOUTHEAST,ER,WITHDRAWN
GEN-2023-SR25,,,Mayes County,OK,Dry Gulch 161kV sub,GRDA,Battery/Storage,72.5,72.5,72.5,7/12/2023,Completed,12/31/2028,,,,12/1/2021,12/31/2028,,Surplus,04 SOUTHEAST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2023-SR24,,,Oklahoma City,OK,"138 KV substation at Horeshoe Lake, specifically Horseshoe Lake 8 (OKGEHL8)",OGE,Thermal,25.0,25.0,25.0,3/27/2023,Withdrawn,5/1/2026,9/7/2023,,,,5/1/2026,,Surplus,04 SOUTHEAST,ER/NR,WITHDRAWN
GEN-2023-SR23,,,Caddo Parrish,LA,138 kV G16-167-TAP Station (Bus# 588404); Tapping North Benton (Bus# 508811) to Lieberman (bus# 508806) Transmission Line,AEP,Battery/Storage,73.5,73.5,73.5,6/20/2023,Withdrawn,12/1/2025,,,,,12/1/2025,,Surplus,04 SOUTHEAST,ER/NR,WITHDRAWN
GEN-2023-SR22,,,Mayes County,OK,Explorer Claremore Tap COOYYAH4,AEP,Battery/Storage,124.7,124.7,124.7,6/20/2023,Withdrawn,12/6/2024,6/5/2026,,,,12/6/2024,,Surplus,04 SOUTHEAST,ER,WITHDRAWN
GEN-2023-SR21,,,Oklahoma City,OK,"138 KV substation at Horeshoe Lake, specifically Horseshoe Lake 7 (OKGEHL7)",OGE,Thermal,235.0,235.0,235.0,3/24/2023,Withdrawn,5/1/2026,9/7/2023,,,,5/1/2026,,Surplus,04 SOUTHEAST,ER/NR,WITHDRAWN
GEN-2023-SR20,,,Custer/Wasita,OK,Weatherford 138 kV Substation,AEP,Battery/Storage,120.0,120.0,120.0,6/21/2023,Active,6/1/2025,,,,,6/1/2025,,Surplus,04 SOUTHEAST,ER,IA PENDING
GEN-2023-SR2,,,,OK,Minco 345 kV Substation,OGE,Battery/Storage,85.0,85.0,85.0,11/30/2022,Withdrawn,12/31/2024,10/26/2023,,,,12/31/2024,,Surplus,04 SOUTHEAST,ER,WITHDRAWN
GEN-2023-SR19,,,Jefferson County,NE,Steele City 115 kV,NPPD,Battery/Storage,50.0,50.0,50.0,6/21/2023,Completed,11/1/2027,,,,,11/1/2027,,Surplus,02 NEBRASKA,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2023-SR18,,,Grady County,OK,Minco 345 kV,OGE,Battery/Storage,80.0,80.0,80.0,6/20/2023,Completed,4/15/2025,,,,,4/15/2025,,Surplus,04 SOUTHEAST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2023-SR17,,,Carson County,TX,Martin 115 kV Substation,Xcel/SPS,Battery/Storage,120.0,120.0,120.0,6/21/2023,Withdrawn,6/1/2025,12/1/2023,,,,6/1/2025,,Surplus,05 SOUTHWEST,ER,WITHDRAWN
GEN-2023-SR16,,,Woodward and Harper Counties,OK,Tap Mooreland to Woodward 138 kV Line (FPLSwitch 138 kV Substation),OG&E,Battery/Storage,70.0,70.0,70.0,4/26/2023,Completed,5/16/2025,,,,,5/16/2025,,Surplus,04 SOUTHEAST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2023-SR15,,,Choctaw County,OK,Hugo Power Plant 138 kV Substation,WFEC,Battery/Storage,50.0,50.0,50.0,3/27/2023,,6/1/2026,,,,,6/1/2026,,Surplus,04 SOUTHEAST,ER/NR,TERMINATED
GEN-2023-SR14,,,Hays,KS,South Hays 230kV Substation,MIDW,,165.0,165.0,165.0,2/28/2023,Withdrawn,6/1/2025,10/26/2023,,,,6/1/2025,,Surplus,03 CENTRAL,ER,WITHDRAWN
GEN-2023-SR13,,,Garfield County,OK,Breckinridge 138 kV Substation,OG&E,Battery/Storage,70.0,70.0,70.0,1/26/2023,Completed,4/15/2025,,,,,4/15/2025,,Surplus,04 SOUTHEAST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2023-SR12,,,Whiteface,TX,Tap Cochran to Lehman 115 kV Line,Xcel,Battery/Storage,120.0,120.0,120.0,2/13/2023,Completed,9/30/2025,,,,,9/30/2025,,Surplus,05 SOUTHWEST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2023-SR11,,,Balko,OK,Beaver County 345 kV Substation,OG&E,Battery/Storage,200.0,200.0,200.0,2/13/2023,Withdrawn,6/1/2025,12/1/2023,,,,6/1/2025,,Surplus,05 SOUTHWEST,ER,WITHDRAWN
GEN-2023-SR10,,,Oakwood,OK,Tatonga 345 kV Substation,OG&E,Battery/Storage,160.0,160.0,160.0,2/13/2023,Withdrawn,6/1/2025,10/26/2023,,,,6/1/2025,,Surplus,04 SOUTHEAST,ER,WITHDRAWN
GEN-2023-SR1,,,Brown,NE,Ainsworth Wind 115 kV,NPPD,Thermal,21.9,21.9,21.9,12/5/2022,Completed,6/21/2024,,,,10/1/2005,6/21/2024,,Surplus,02 NEBRASKA,ER/NR,IA FULLY EXECUTED/ON SCHEDULE
GEN-2023-GR6,,,Carnegie,OK,Washita 138kV,WFEC,Wind,74.25,74.25,74.25,7/14/2023,Withdrawn,12/31/2024,8/30/2024,,,,12/31/2024,7/18/2024,Replacement,04 SOUTHEAST,ER,WITHDRAWN
GEN-2023-GR5,,,Lamb County,TX,Plant X 115 kV Substation,Xcel/SPS,Solar,150.0,150.0,150.0,7/18/2023,Completed,4/1/2026,,,,,4/1/2026,8/11/2022,Replacement,05 SOUTHWEST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2023-GR4,,,Lea County,NM,Cunningham 115kV,Xcel/SPS,Solar,72.0,72.0,72.0,7/5/2023,Completed,4/1/2026,,,,,4/1/2026,7/13/2022,Replacement,05 SOUTHWEST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2023-GR3,,,Quay County,NM,Norton 115 kV,Xcel/SPS,Wind,80.0,80.0,80.0,6/30/2023,Completed,12/27/2024,,,,12/1/2004,12/27/2024,9/16/2024,Replacement,05 SOUTHWEST,ER/NR,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2023-GR2,,,Oklahoma City,OK,Tinker Air Force Base 138kV,OG&E,Thermal - Gas,94.242,84.926,94.242,2/17/2023,Completed,5/1/2026,,,,,5/1/2026,4/1/2026,Replacement,04 SOUTHEAST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2023-GR1,,,Anadarko,OK,Anadarko Power Plant 69 kV,WFEC,Thermal - Gas,97.488,97.488,95.64,1/9/2023,Completed,12/1/2025,,,,,12/1/2025,11/30/2025,Replacement,04 SOUTHEAST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2023-241,,,Franklin & Wood,TX,Winnsboro 138 kV Substation,AEP,Solar,93.0,93.0,93.0,10/2/2023,Active,4/19/2029,,,,8/28/2027,4/19/2029,,DISIS-2023-001,04 SOUTHEAST,ER,IA PENDING
GEN-2023-240,,,Bailey,TX,Tolk 345 kV Substation,SPS,Solar,550.0,550.0,550.0,10/2/2023,Withdrawn,12/31/2030,4/22/2024,,,1/15/2030,12/31/2030,,DISIS-2023-001,05 SOUTHWEST,ER/NR,WITHDRAWN
GEN-2023-239,,,Potter,TX,Rolling Hills 230 kV Substation,SPS,Solar,300.0,300.0,300.0,10/2/2023,Withdrawn,12/31/2030,4/22/2024,,,1/15/2030,12/31/2030,,DISIS-2023-001,05 SOUTHWEST,ER/NR,WITHDRAWN
GEN-2023-238,,,Potter,TX,Potter County 345 kV Substation,SPS,Solar,280.0,280.0,280.0,10/2/2023,Withdrawn,12/31/2030,4/22/2024,,,1/15/2030,12/31/2030,,DISIS-2023-001,05 SOUTHWEST,ER/NR,WITHDRAWN
GEN-2023-237,,,Hale,TX,Crawfish Draw 345 kV Substation,SPS,Wind,500.0,500.0,500.0,10/2/2023,Withdrawn,12/31/2030,8/25/2025,,,1/15/2030,12/31/2030,,DISIS-2023-001,05 SOUTHWEST,ER/NR,WITHDRAWN
GEN-2023-236,,,Lea,NM,Hobbs - Yoakum 345 kV,SPS,Solar,400.0,400.0,400.0,10/2/2023,Withdrawn,12/31/2030,8/25/2025,,,1/15/2030,12/31/2030,,DISIS-2023-001,05 SOUTHWEST,ER/NR,WITHDRAWN
GEN-2023-235,,,Benton,AR,Chamber Springs 345 kV Substation,AEP,Battery/Storage,250.0,250.0,250.0,10/2/2023,Withdrawn,11/15/2025,3/8/2024,,,8/15/2025,11/15/2025,,DISIS-2023-001,04 SOUTHEAST,ER/NR,WITHDRAWN
GEN-2023-234,,,Barry,MO,Monett 161 kV Substation,EDE,Battery/Storage,74.9,74.9,74.9,10/2/2023,Withdrawn,11/15/2025,11/27/2023,,,8/15/2025,11/15/2025,,DISIS-2023-001,03 CENTRAL,ER/NR,WITHDRAWN
GEN-2023-233,,,Jasper,MO,Joplin 389 and Silver Creek 469 161 kV Line,EDE,Battery/Storage,74.9,74.9,74.9,10/2/2023,Withdrawn,11/15/2025,11/20/2023,,,12/15/2025,11/15/2025,,DISIS-2023-001,03 CENTRAL,ER/NR,WITHDRAWN
GEN-2023-232,,,Benton,AR,Shipe Road 161 kV Substation,AEP,Battery/Storage,90.0,90.0,90.0,10/2/2023,Withdrawn,11/15/2025,12/21/2023,,,8/15/2025,11/15/2025,,DISIS-2023-001,04 SOUTHEAST,ER/NR,WITHDRAWN
GEN-2023-231,,,Crawford,KS,Neosho - LaCynge 345 kV Line,Evergy,Hybrid - Wind/Storage,310.0,310.0,310.0,10/2/2023,Withdrawn,12/1/2028,8/25/2025,,,5/1/2028,12/1/2028,,DISIS-2023-001,03 CENTRAL,ER,WITHDRAWN
GEN-2023-230,,,Bossier,LA,Red Pointe 138 kV Substation,AEP,Hybrid - Solar/Storage,150.0,150.0,150.0,10/2/2023,Active,11/19/2028,,,,2/4/2028,11/19/2028,,DISIS-2023-001,04 SOUTHEAST,ER/NR,IA PENDING
GEN-2023-229,,,Caddo,OK,Southwestern Power Station 138 kV Substation (SWS4),AEP,Wind,230.0,230.0,230.0,10/2/2023,Completed,12/31/2029,,,,4/1/2028,12/31/2029,,DISIS-2023-001,04 SOUTHEAST,ER/NR,IA FULLY EXECUTED/ON SCHEDULE
GEN-2023-228,,,Cottle,TX,Tuco-Okalunion 345 kV line,SPS,Battery/Storage,250.0,250.0,250.0,10/2/2023,Withdrawn,12/1/2026,8/25/2025,,,8/15/2026,12/1/2026,,DISIS-2023-001,05 SOUTHWEST,ER/NR,WITHDRAWN
GEN-2023-227,,,Titus,TX,Petty to Chapel 138 kV Line,AEP,Battery/Storage,200.0,200.0,200.0,10/2/2023,Withdrawn,9/1/2026,8/25/2025,,,5/1/2026,9/1/2026,,DISIS-2023-001,04 SOUTHEAST,ER/NR,WITHDRAWN
GEN-2023-226,,,Jasper,MO,La Russell 161 kV Substation,EDE,Battery/Storage,200.0,200.0,200.0,10/2/2023,Withdrawn,12/31/2026,3/26/2024,,,9/30/2026,12/31/2026,,DISIS-2023-001,03 CENTRAL,ER/NR,WITHDRAWN
GEN-2023-225,,,Lancaster,NE,Olive Creek 345 kV Substation,NPPD,Thermal - RICE,217.0,217.0,217.0,10/2/2023,Completed,6/1/2029,,,,3/1/2027,6/1/2029,,DISIS-2023-001,02 NEBRASKA,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2023-224,,,Lancaster,NE,Olive Creek 345 kV Substation,NPPD,Thermal - CTG,478.0,478.0,478.0,10/2/2023,Completed,6/1/2029,,,,3/1/2027,6/1/2029,,DISIS-2023-001,02 NEBRASKA,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2023-223,,,Gage ,NE,New Beatrice Power Station 345 kV,NPPD,Thermal - CTG,239.0,239.0,239.0,10/2/2023,Completed,6/1/2033,,,,3/1/2027,6/1/2033,,DISIS-2023-001,02 NEBRASKA,ER/NR,IA FULLY EXECUTED/ON SCHEDULE
GEN-2023-222,,,Gage,NE,New Beatrice Power Station 345 kV,NPPD,Thermal - CTG,478.0,478.0,478.0,10/2/2023,Completed,6/1/2033,,,,3/1/2027,6/1/2033,,DISIS-2023-001,02 NEBRASKA,ER/NR,IA FULLY EXECUTED/ON SCHEDULE
GEN-2023-221,,,Osage,KS,Emporia Energy Center - Swissvale 345 kV Line,WERE,Solar,250.0,250.0,250.0,10/2/2023,,12/1/2029,,,,9/1/2029,12/1/2029,,DISIS-2023-001,03 CENTRAL,ER/NR,FACILITY STUDY STAGE
GEN-2023-220,,,Osage,KS,Emporia Energy Center - Swissvale 345 kV Line,WERE,Solar,250.0,250.0,250.0,10/2/2023,,12/1/2029,,,,8/1/2029,12/1/2029,,DISIS-2023-001,03 CENTRAL,ER/NR,FACILITY STUDY STAGE
GEN-2023-219,,,Osage,KS,Reading - Osage Jct 115 kV Line,Evergy,Solar,125.0,125.0,125.0,10/2/2023,Withdrawn,12/1/2029,8/25/2025,,,8/1/2029,12/1/2029,,DISIS-2023-001,03 CENTRAL,ER/NR,WITHDRAWN
GEN-2023-218,,,Knox and Cedar,NE,Hoskins 345 kV Substation via Turtle Creek 345 kV Substation ,NPPD,Wind,200.0,200.0,200.0,10/2/2023,Withdrawn,12/31/2026,8/25/2025,,,9/30/2026,12/31/2026,,DISIS-2023-001,02 NEBRASKA,ER/NR,WITHDRAWN
GEN-2023-217,,,Knox and Cedar,NE,Hoskins 345 kV Substation via Turtle Creek 345 kV Substation ,NPPD,Wind,200.0,200.0,200.0,10/2/2023,Withdrawn,12/31/2026,8/25/2025,,,9/30/2026,12/31/2026,,DISIS-2023-001,02 NEBRASKA,ER/NR,WITHDRAWN
GEN-2023-216,,,Knox and Cedar,NE,Hoskins 345 kV Substation via Turtle Creek 345 kV Substation ,NPPD,Wind,200.0,200.0,200.0,10/2/2023,Withdrawn,12/31/2026,8/25/2025,,,9/30/2026,12/31/2026,,DISIS-2023-001,02 NEBRASKA,ER/NR,WITHDRAWN
GEN-2023-215,,,Pratt,KS,Pratt Wind Farm 345 kV Substation,NEET,Battery/Storage,225.0,225.0,225.0,10/2/2023,Withdrawn,6/1/2027,11/29/2023,,,3/1/2027,6/1/2027,,DISIS-2023-001,03 CENTRAL,ER/NR,WITHDRAWN
GEN-2023-214,,,Bryan,OK,Brown 138 kV Substation,OGE,Battery/Storage,100.0,100.0,100.0,10/2/2023,Withdrawn,9/1/2028,,,,4/15/2028,9/1/2028,,DISIS-2023-001,04 SOUTHEAST,ER/NR,WITHDRAWN
GEN-2023-213,,,Benton,AR,Chamber Springs 161 kV Substation,AEP,Battery/Storage,100.0,100.0,100.0,10/2/2023,Withdrawn,9/1/2028,9/9/2025,,,4/15/2028,9/1/2028,,DISIS-2023-001,04 SOUTHEAST,ER/NR,WITHDRAWN
GEN-2023-212,,,Bowie,TX/OK,Northwest Texarkana - Valliant 345 kV Line,AEP,Hybrid - Solar/Storage,400.0,400.0,400.0,10/2/2023,Withdrawn,12/1/2027,8/25/2025,,,3/1/2027,12/1/2027,,DISIS-2023-001,04 SOUTHEAST,ER/NR,WITHDRAWN
GEN-2023-211,,,Kay,OK,Ranch Road 345 kV Substation,OGE,Hybrid - Solar/Storage/Wind,250.0,250.0,250.0,10/2/2023,Withdrawn,11/1/2028,8/25/2025,,,3/1/2028,11/1/2028,,DISIS-2023-001,04 SOUTHEAST,ER/NR,WITHDRAWN
GEN-2023-210,,,Lincoln,OK,Prague - Chernicky 138 kV Line,WFEC,Solar,191.0,191.0,191.0,10/2/2023,Completed,9/1/2029,,,,5/4/2026,9/1/2029,,DISIS-2023-001,04 SOUTHEAST,ER/NR,IA FULLY EXECUTED/ON SCHEDULE
GEN-2023-209,,,Randall,TX,Amarillo  South 115 kV,SPS,Battery/Storage,125.0,125.0,125.0,10/2/2023,Withdrawn,6/1/2027,9/9/2025,,,4/1/2027,6/1/2027,,DISIS-2023-001,05 SOUTHWEST,ER/NR,WITHDRAWN
GEN-2023-208,,,Potter,TX,Rolling Hills 115 kV,SPS,Battery/Storage,200.0,200.0,200.0,10/2/2023,Withdrawn,12/31/2029,8/25/2025,,,,12/31/2029,,DISIS-2023-001,05 SOUTHWEST,ER,WITHDRAWN
GEN-2023-207,,,Bryan,OK,Colbert 138 kV Substation,WFEC,Battery/Storage,50.0,50.0,50.0,10/2/2023,Withdrawn,12/31/2029,3/22/2024,,,3/1/2029,12/31/2029,,DISIS-2023-001,04 SOUTHEAST,ER,WITHDRAWN
GEN-2023-206,,,Sebastian,AR,Battlefield BESS 161 kV Substation,OGE,Battery/Storage,50.0,50.0,50.0,10/2/2023,Completed,12/31/2028,,,,1/1/2029,12/31/2028,,DISIS-2023-001,04 SOUTHEAST,ER/NR,IA FULLY EXECUTED/ON SCHEDULE
GEN-2023-205,,,Hughes,OK,McAlester City - Weleetka 138 kV line,AEP,Solar,180.0,180.0,180.0,10/2/2023,Active,12/31/2028,,,,7/1/2026,12/31/2028,,DISIS-2023-001,04 SOUTHEAST,ER/NR,IA PENDING
GEN-2023-204,,,Morris,TX,Welsh-Lydia 345kV Line ,AEP,Thermal - CTG,914.6,960.0,960.0,10/2/2023,Completed,10/3/2028,,,,4/1/2028,10/3/2028,,DISIS-2023-001,04 SOUTHEAST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2023-203,,,Lea,NM,Hobbs - Ink Basin 230 kV Transmission Line,SPS,Hybrid - Solar/Storage,300.0,300.0,300.0,10/2/2023,Withdrawn,12/31/2028,8/25/2025,,,7/31/2028,12/31/2028,,DISIS-2023-001,05 SOUTHWEST,ER/NR,WITHDRAWN
GEN-2023-202,,,Burt,NE,Tekamah - Raun 161 kV Line,OPPD,Solar,150.0,150.0,150.0,10/2/2023,Withdrawn,12/31/2027,4/17/2024,,,6/30/2027,12/31/2027,,DISIS-2023-001,02 NEBRASKA,ER/NR,WITHDRAWN
GEN-2023-201,,,Lea,NM,Crossroads - Hobbs 345 kV Line,NEET,Hybrid - Solar/Storage,300.0,300.0,300.0,10/2/2023,Withdrawn,12/31/2028,8/25/2025,,,7/31/2028,12/31/2028,,DISIS-2023-001,05 SOUTHWEST,ER/NR,WITHDRAWN
GEN-2023-200,,,Elk,KS,Caney River 345 kV Substation,Evergy,Solar,300.0,300.0,300.0,10/2/2023,Withdrawn,10/1/2028,4/17/2024,,,6/30/2028,10/1/2028,,DISIS-2023-001,03 CENTRAL,ER/NR,WITHDRAWN
GEN-2023-199,,,Dakota ,NE,Twin Church 230 kV Substation,NPPD,Hybrid - Solar/Storage,250.0,250.0,250.0,10/2/2023,Completed,11/1/2030,,,,3/1/2030,11/1/2030,,DISIS-2023-001,02 NEBRASKA,ER/NR,IA FULLY EXECUTED/ON SCHEDULE
